Recherche de l'hôte...
Connexion à l'hôte...
Authentification...
Utilisation du nom d'utilisateur "gmetais".
Authentification avec le mot de passe pré-entré.
Authentifié.
Démarrage de la session...
Session démarrée.
Session active : [1] gmetais@rebond.tlt
Recherche de l'hôte...
Connexion à l'hôte...
Authentification...
Utilisation du nom d'utilisateur "gmetais".
Authentification avec le mot de passe pré-entré.
Authentifié.
Démarrage de la session...
Session démarrée.
..\StatsIS\2017-11-30\CHROMEBOOK.csv |           1 KB |    0,0 KB/s | binary | 100%
..\StatsIS\2018-02-08\COLRECOND.tab |           1 KB |  451,3 KB/s | binary | 100%
..\StatsIS\2018-02-08\COLRECOND.txt |           82 B |  451,5 KB/s | binary | 100%
..\StatsIS\2018-02-08\COLUC.bak.csv |           2 KB |  441,5 KB/s | binary | 100%
..\StatsIS\2018-02-08\COLUC.csv |           2 KB |  447,5 KB/s | binary | 100%
..\StatsIS\2018-02-08\COLUC.htm |          553 B |  433,4 KB/s | binary | 100%
..\StatsIS\2018-02-08\COLUC.png |          12 KB |  459,8 KB/s | binary | 100%
..\StatsIS\2018-02-08\COLUC.tab |           1 KB |  447,8 KB/s | binary | 100%
..\StatsIS\2018-02-08\COLUC.txt |           49 B |  447,9 KB/s | binary | 100%
..\StatsIS\2018-02-08\FINGERPRINT.bak.csv |           4 KB |  441,6 KB/s | binary | 100%
..\StatsIS\2018-02-08\FINGERPRINT.csv |           4 KB |  449,8 KB/s | binary | 100%
..\StatsIS\2018-02-08\FINGERPRINT.htm |          583 B |  436,9 KB/s | binary | 100%
..\StatsIS\2018-02-08\FINGERPRINT.png |           9 KB |  443,3 KB/s | binary | 100%
..\StatsIS\2018-02-08\FINGERPRINT.tab |           1 KB |  446,3 KB/s | binary | 100%
..\StatsIS\2018-02-08\FINGERPRINT.txt |          110 B |  433,4 KB/s | binary | 100%
..\StatsIS\2018-02-08\index.html |           6 KB |  433,8 KB/s | binary | 100%
..\StatsIS\2018-02-08\PFMA.bak.csv |           3 KB |  439,2 KB/s | binary | 100%
..\StatsIS\2018-02-08\PFMA.csv |           3 KB |  432,4 KB/s | binary | 100%
..\StatsIS\2018-02-08\PFMA.htm |          548 B |  433,3 KB/s | binary | 100%
..\StatsIS\2018-02-08\PFMA.png |          13 KB |  443,5 KB/s | binary | 100%
..\StatsIS\2018-02-08\PFMA.tab |           1 KB |  445,6 KB/s | binary | 100%
..\StatsIS\2018-02-08\PFMA.txt |          154 B |  434,9 KB/s | binary | 100%
..\StatsIS\2018-02-08\PSMM3.bak.csv |           2 KB |  439,3 KB/s | binary | 100%
..\StatsIS\2018-02-08\PSMM3.csv |           2 KB |  432,5 KB/s | binary | 100%
..\StatsIS\2018-02-08\PSMM3.htm |          553 B |  422,6 KB/s | binary | 100%
..\StatsIS\2018-02-08\PSMM3.png |          10 KB |  438,7 KB/s | binary | 100%
..\StatsIS\2018-02-08\PSMM3.tab |           1 KB |  430,4 KB/s | binary | 100%
..\StatsIS\2018-02-08\PSMM3.txt |          119 B |  430,6 KB/s | binary | 100%
..\StatsIS\2018-02-08\SERVEURS.bak.csv |           2 KB |  424,6 KB/s | binary | 100%
..\StatsIS\2018-02-08\SERVEURS.csv |           2 KB |  428,9 KB/s | binary | 100%
..\StatsIS\2018-02-08\SERVEURS.htm |          568 B |  420,3 KB/s | binary | 100%
..\StatsIS\2018-02-08\SERVEURS.png |          11 KB |  437,1 KB/s | binary | 100%
..\StatsIS\2018-02-08\SERVEURS.tab |           1 KB |  438,8 KB/s | binary | 100%
..\StatsIS\2018-02-08\SERVEURS.txt |          110 B |  429,0 KB/s | binary | 100%
..\StatsIS\2018-02-08\UCSHIP.bak.csv |           2 KB |  432,7 KB/s | binary | 100%
..\StatsIS\2018-02-08\UCSHIP.csv |           2 KB |  426,7 KB/s | binary | 100%
..\StatsIS\2018-02-08\UCSHIP.htm |          558 B |  427,5 KB/s | binary | 100%
..\StatsIS\2018-02-08\UCSHIP.png |           9 KB |  440,3 KB/s | binary | 100%
..\StatsIS\2018-02-08\UCSHIP.tab |           1 KB |  432,7 KB/s | binary | 100%
..\StatsIS\2018-02-08\UCSHIP.txt |           65 B |  432,8 KB/s | binary | 100%
..\StatsIS\2018-02-08\ZPL.bak.csv |           3 KB |  427,8 KB/s | binary | 100%
..\StatsIS\2018-02-08\ZPL.csv |           3 KB |  432,1 KB/s | binary | 100%
..\StatsIS\2018-02-08\ZPL.htm |          543 B |  432,8 KB/s | binary | 100%
..\StatsIS\2018-02-08\ZPL.png |          13 KB |  441,0 KB/s | binary | 100%
..\StatsIS\2018-02-08\ZPL.tab |           1 KB |  442,7 KB/s | binary | 100%
..\StatsIS\2018-02-08\ZPL.txt |           94 B |  434,3 KB/s | binary | 100%
..\StatsIS\2018-02-15\C11.bak.csv |           1 KB |    0,0 KB/s | binary | 100%
..\StatsIS\2018-02-15\C11.csv |           1 KB |    0,0 KB/s | binary | 100%
..\StatsIS\2018-02-15\C11.htm |          543 B |  112,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\C11.png |          14 KB | 1076,2 KB/s | binary | 100%
..\StatsIS\2018-02-15\C11.tab |           1 KB |  558,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\C11.txt |          104 B |  561,3 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHROMEBOOK.bak.csv |           2 KB |  632,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHROMEBOOK.csv |           2 KB |  463,6 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHROMEBOOK.htm |          578 B |  475,6 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHROMEBOOK.png |          14 KB |  589,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHROMEBOOK.tab |           1 KB |  609,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHROMEBOOK.txt |           90 B |  485,6 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRPORT.bak.csv |           3 KB |  526,0 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRPORT.csv |           3 KB |  470,0 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRPORT.htm |          563 B |  475,8 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRPORT.png |          11 KB |  516,7 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRPORT.tab |           1 KB |  528,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRPORT.txt |          112 B |  461,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRRECOND.bak.csv |           2 KB |  484,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRRECOND.csv |           2 KB |  453,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRRECOND.htm |          573 B |  457,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRRECOND.png |          12 KB |  546,7 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRRECOND.tab |           1 KB |  498,2 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRRECOND.txt |          145 B |  499,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRRP.bak.csv |           3 KB |  470,9 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRRP.csv |           3 KB |  489,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRRP.htm |          553 B |  452,7 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRRP.png |           9 KB |  505,0 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRRP.tab |           1 KB |  471,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRRP.txt |           83 B |  471,8 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRUC.bak.csv |           2 KB |  449,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRUC.csv |           2 KB |  461,5 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRUC.htm |          553 B |  434,2 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRUC.png |          11 KB |  484,8 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRUC.tab |           1 KB |  458,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\CHRUC.txt |          109 B |  432,6 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLGV.bak.csv |           3 KB |  445,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLGV.csv |           3 KB |  431,5 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLGV.htm |          553 B |  433,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLGV.png |          11 KB |  448,7 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLGV.tab |           1 KB |  453,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLGV.TXT |          124 B |  431,7 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLMET.bak.csv |           3 KB |  420,9 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLMET.csv |           3 KB |  431,2 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLMET.htm |          558 B |  412,8 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLMET.png |          15 KB |  438,6 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLMET.tab |           1 KB |  442,3 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLMET.txt |          112 B |  423,7 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLPV.bak.csv |           3 KB |  433,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLPV.csv |           3 KB |  425,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLPV.htm |          553 B |  410,0 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLPV.png |          11 KB |  438,0 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLPV.tab |           1 KB |  424,7 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLPV.txt |          131 B |  410,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLRECOND.bak.csv |           2 KB |  416,8 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLRECOND.csv |           2 KB |  394,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLRECOND.htm |          573 B |  395,6 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLRECOND.png |          11 KB |  406,2 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLRECOND.tab |           1 KB |  408,6 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLRECOND.txt |           82 B |  408,7 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLUC.bak.csv |           2 KB |  401,2 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLUC.csv |           2 KB |  406,7 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLUC.htm |          553 B |  395,9 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLUC.png |          12 KB |  419,9 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLUC.tab |           1 KB |  409,3 KB/s | binary | 100%
..\StatsIS\2018-02-15\COLUC.txt |           49 B |  409,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\FINGERPRINT.bak.csv |           4 KB |  404,9 KB/s | binary | 100%
..\StatsIS\2018-02-15\FINGERPRINT.csv |           4 KB |  412,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\FINGERPRINT.htm |          583 B |  402,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\FINGERPRINT.png |           9 KB |  420,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\FINGERPRINT.tab |           1 KB |  411,3 KB/s | binary | 100%
..\StatsIS\2018-02-15\FINGERPRINT.txt |          110 B |  411,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\index.html |           6 KB |  423,0 KB/s | binary | 100%
..\StatsIS\2018-02-15\PFMA.bak.csv |           3 KB |  416,8 KB/s | binary | 100%
..\StatsIS\2018-02-15\PFMA.csv |           3 KB |  422,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\PFMA.htm |          548 B |  412,6 KB/s | binary | 100%
..\StatsIS\2018-02-15\PFMA.png |          13 KB |  434,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\PFMA.tab |           1 KB |  424,9 KB/s | binary | 100%
..\StatsIS\2018-02-15\PFMA.txt |          154 B |  425,2 KB/s | binary | 100%
..\StatsIS\2018-02-15\PSMM3.bak.csv |           2 KB |  419,5 KB/s | binary | 100%
..\StatsIS\2018-02-15\PSMM3.csv |           2 KB |  423,9 KB/s | binary | 100%
..\StatsIS\2018-02-15\PSMM3.htm |          553 B |  414,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\PSMM3.png |          10 KB |  430,5 KB/s | binary | 100%
..\StatsIS\2018-02-15\PSMM3.tab |           1 KB |  432,2 KB/s | binary | 100%
..\StatsIS\2018-02-15\PSMM3.txt |          133 B |  422,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\SERVEURS.bak.csv |           2 KB |  426,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\SERVEURS.csv |           2 KB |  421,3 KB/s | binary | 100%
..\StatsIS\2018-02-15\SERVEURS.htm |          568 B |  422,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\SERVEURS.png |          11 KB |  428,9 KB/s | binary | 100%
..\StatsIS\2018-02-15\SERVEURS.tab |           1 KB |  430,5 KB/s | binary | 100%
..\StatsIS\2018-02-15\SERVEURS.txt |          110 B |  421,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\UCSHIP.bak.csv |           2 KB |  424,8 KB/s | binary | 100%
..\StatsIS\2018-02-15\UCSHIP.csv |           2 KB |  419,8 KB/s | binary | 100%
..\StatsIS\2018-02-15\UCSHIP.htm |          558 B |  420,5 KB/s | binary | 100%
..\StatsIS\2018-02-15\UCSHIP.png |           9 KB |  424,5 KB/s | binary | 100%
..\StatsIS\2018-02-15\UCSHIP.tab |           1 KB |  417,5 KB/s | binary | 100%
..\StatsIS\2018-02-15\UCSHIP.txt |           92 B |  417,6 KB/s | binary | 100%
..\StatsIS\2018-02-15\ZPL.bak.csv |           3 KB |  413,2 KB/s | binary | 100%
..\StatsIS\2018-02-15\ZPL.csv |           3 KB |  417,3 KB/s | binary | 100%
..\StatsIS\2018-02-15\ZPL.htm |          543 B |  409,6 KB/s | binary | 100%
..\StatsIS\2018-02-15\ZPL.png |          13 KB |  426,4 KB/s | binary | 100%
..\StatsIS\2018-02-15\ZPL.tab |           1 KB |  420,1 KB/s | binary | 100%
..\StatsIS\2018-02-15\ZPL.txt |           94 B |  420,2 KB/s | binary | 100%
..\StatsIS\2018-02-19\C11.bak.csv |           1 KB |    0,0 KB/s | binary | 100%
..\StatsIS\2018-02-19\C11.csv |           1 KB |   72,3 KB/s | binary | 100%
..\StatsIS\2018-02-19\C11.htm |           1 KB |  168,9 KB/s | binary | 100%
..\StatsIS\2018-02-19\C11.png |          13 KB |  536,9 KB/s | binary | 100%
..\StatsIS\2018-02-19\C11.tab |           1 KB |  378,7 KB/s | binary | 100%
..\StatsIS\2018-02-19\C11.txt |          104 B |  380,9 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHROMEBOOK.bak.csv |           2 KB |  324,1 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHROMEBOOK.csv |           2 KB |  359,5 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHROMEBOOK.htm |           1 KB |  306,5 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHROMEBOOK.png |          14 KB |  405,9 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHROMEBOOK.tab |           1 KB |  419,1 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHROMEBOOK.txt |           90 B |  362,2 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRPORT.bak.csv |           3 KB |  391,2 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRPORT.csv |           3 KB |  366,3 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRPORT.htm |           1 KB |  379,0 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRPORT.png |          11 KB |  417,7 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRPORT.tab |           1 KB |  426,5 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRPORT.txt |          112 B |  386,1 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRRECOND.bak.csv |           2 KB |  404,6 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRRECOND.csv |           2 KB |  383,7 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRRECOND.htm |           1 KB |  393,1 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRRECOND.png |          13 KB |  431,9 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRRECOND.tab |           1 KB |  438,2 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRRECOND.txt |          145 B |  404,4 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRRP.bak.csv |           3 KB |  419,8 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRRP.csv |           3 KB |  403,4 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRRP.htm |           1 KB |  410,6 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRRP.png |           9 KB |  426,0 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRRP.tab |           1 KB |  431,4 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRRP.txt |           83 B |  404,1 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRUC.bak.csv |           2 KB |  414,7 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRUC.csv |           2 KB |  399,7 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRUC.htm |           1 KB |  384,0 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRUC.png |          11 KB |  425,8 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRUC.tab |           1 KB |  406,4 KB/s | binary | 100%
..\StatsIS\2018-02-19\CHRUC.txt |          109 B |  406,8 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLGV.bak.csv |           3 KB |  417,9 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLGV.csv |           3 KB |  408,5 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLGV.htm |           1 KB |  413,5 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLGV.png |          11 KB |  428,4 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLGV.tab |           1 KB |  432,3 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLGV.TXT |          124 B |  412,6 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLMET.bak.csv |           3 KB |  422,4 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLMET.csv |           3 KB |  432,3 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLMET.htm |           1 KB |  418,6 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLMET.png |          15 KB |  461,8 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLMET.tab |           1 KB |  445,7 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLMET.txt |          112 B |  446,0 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLPV.bak.csv |           3 KB |  436,7 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLPV.csv |           3 KB |  445,7 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLPV.htm |           1 KB |  433,1 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLPV.png |          11 KB |  461,0 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLPV.tab |           1 KB |  446,8 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLPV.txt |          131 B |  447,1 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLRECOND.bak.csv |           2 KB |  453,8 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLRECOND.csv |           2 KB |  444,6 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLRECOND.htm |           1 KB |  448,3 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLRECOND.png |          11 KB |  456,8 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLRECOND.tab |           1 KB |  459,3 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLRECOND.txt |           82 B |  443,8 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLUC.bak.csv |           2 KB |  449,7 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLUC.csv |           2 KB |  441,5 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLUC.htm |           1 KB |  444,7 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLUC.png |          12 KB |  470,1 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLUC.tab |           1 KB |  457,3 KB/s | binary | 100%
..\StatsIS\2018-02-19\COLUC.txt |           49 B |  457,4 KB/s | binary | 100%
..\StatsIS\2018-02-19\FINGERPRINT.bak.csv |           4 KB |  451,1 KB/s | binary | 100%
..\StatsIS\2018-02-19\FINGERPRINT.csv |           4 KB |  459,1 KB/s | binary | 100%
..\StatsIS\2018-02-19\FINGERPRINT.htm |           1 KB |  449,2 KB/s | binary | 100%
..\StatsIS\2018-02-19\FINGERPRINT.png |           9 KB |  467,8 KB/s | binary | 100%
..\StatsIS\2018-02-19\FINGERPRINT.tab |           1 KB |  457,1 KB/s | binary | 100%
..\StatsIS\2018-02-19\FINGERPRINT.txt |          110 B |  457,3 KB/s | binary | 100%
..\StatsIS\2018-02-19\index.html |           6 KB |  469,5 KB/s | binary | 100%
..\StatsIS\2018-02-19\PFMA.bak.csv |           3 KB |  462,5 KB/s | binary | 100%
..\StatsIS\2018-02-19\PFMA.csv |           3 KB |  468,0 KB/s | binary | 100%
..\StatsIS\2018-02-19\PFMA.htm |           1 KB |  457,8 KB/s | binary | 100%
..\StatsIS\2018-02-19\PFMA.png |          12 KB |  480,0 KB/s | binary | 100%
..\StatsIS\2018-02-19\PFMA.tab |           1 KB |  469,2 KB/s | binary | 100%
..\StatsIS\2018-02-19\PFMA.txt |          154 B |  469,4 KB/s | binary | 100%
..\StatsIS\2018-02-19\PSMM3.bak.csv |           2 KB |  462,4 KB/s | binary | 100%
..\StatsIS\2018-02-19\PSMM3.csv |           2 KB |  467,0 KB/s | binary | 100%
..\StatsIS\2018-02-19\PSMM3.htm |           1 KB |  457,5 KB/s | binary | 100%
..\StatsIS\2018-02-19\PSMM3.png |          10 KB |  474,6 KB/s | binary | 100%
..\StatsIS\2018-02-19\PSMM3.tab |           1 KB |  464,5 KB/s | binary | 100%
..\StatsIS\2018-02-19\PSMM3.txt |          133 B |  464,7 KB/s | binary | 100%
..\StatsIS\2018-02-19\SERVEURS.bak.csv |           2 KB |  469,2 KB/s | binary | 100%
..\StatsIS\2018-02-19\SERVEURS.csv |           2 KB |  462,9 KB/s | binary | 100%
..\StatsIS\2018-02-19\SERVEURS.htm |           1 KB |  465,4 KB/s | binary | 100%
..\StatsIS\2018-02-19\SERVEURS.png |          11 KB |  471,5 KB/s | binary | 100%
..\StatsIS\2018-02-19\SERVEURS.tab |           1 KB |  473,3 KB/s | binary | 100%
..\StatsIS\2018-02-19\SERVEURS.txt |          110 B |  463,1 KB/s | binary | 100%
..\StatsIS\2018-02-19\UCSHIP.bak.csv |           2 KB |  467,0 KB/s | binary | 100%
..\StatsIS\2018-02-19\UCSHIP.csv |           2 KB |  460,1 KB/s | binary | 100%
..\StatsIS\2018-02-19\UCSHIP.htm |           1 KB |  462,4 KB/s | binary | 100%
..\StatsIS\2018-02-19\UCSHIP.png |           9 KB |  476,3 KB/s | binary | 100%
..\StatsIS\2018-02-19\UCSHIP.tab |           1 KB |  467,2 KB/s | binary | 100%
..\StatsIS\2018-02-19\UCSHIP.txt |           92 B |  457,7 KB/s | binary | 100%
..\StatsIS\2018-02-19\ZPL.bak.csv |           3 KB |  462,2 KB/s | binary | 100%
..\StatsIS\2018-02-19\ZPL.csv |           3 KB |  466,6 KB/s | binary | 100%
..\StatsIS\2018-02-19\ZPL.htm |           1 KB |  458,7 KB/s | binary | 100%
..\StatsIS\2018-02-19\ZPL.png |          13 KB |  476,3 KB/s | binary | 100%
..\StatsIS\2018-02-19\ZPL.tab |           1 KB |  468,0 KB/s | binary | 100%
..\StatsIS\2018-02-19\ZPL.txt |           94 B |  468,2 KB/s | binary | 100%
..\StatsIS\2018-02-22\C11.bak.csv |           1 KB |    0,0 KB/s | binary | 100%
..\StatsIS\2018-02-22\C11.csv |           1 KB |   72,3 KB/s | binary | 100%
..\StatsIS\2018-02-22\C11.htm |           1 KB |   84,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\C11.png |          14 KB |  356,9 KB/s | binary | 100%
..\StatsIS\2018-02-22\C11.tab |           1 KB |  284,6 KB/s | binary | 100%
..\StatsIS\2018-02-22\C11.txt |          104 B |  228,2 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHROMEBOOK.bak.csv |           2 KB |  215,2 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHROMEBOOK.csv |           2 KB |  238,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHROMEBOOK.htm |           1 KB |  218,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHROMEBOOK.png |          14 KB |  306,3 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHROMEBOOK.tab |           1 KB |  280,4 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHROMEBOOK.txt |           90 B |  281,0 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRPORT.bak.csv |           3 KB |  272,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRPORT.csv |           3 KB |  267,0 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRPORT.htm |           1 KB |  252,7 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRPORT.png |          11 KB |  314,2 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRPORT.tab |           1 KB |  295,6 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRPORT.txt |          115 B |  296,2 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRRECOND.bak.csv |           2 KB |  289,0 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRRECOND.csv |           2 KB |  281,6 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRRECOND.htm |           1 KB |  271,2 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRRECOND.png |          13 KB |  323,4 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRRECOND.tab |           1 KB |  308,4 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRRECOND.txt |           77 B |  291,2 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRRP.bak.csv |           3 KB |  287,0 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRRP.csv |           3 KB |  297,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRRP.htm |           1 KB |  287,3 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRRP.png |           9 KB |  303,1 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRRP.tab |           1 KB |  306,9 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRRP.txt |           83 B |  293,8 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRUC.bak.csv |           2 KB |  288,1 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRUC.csv |           2 KB |  295,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRUC.htm |           1 KB |  287,8 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRUC.png |          11 KB |  305,9 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRUC.tab |           1 KB |  296,5 KB/s | binary | 100%
..\StatsIS\2018-02-22\CHRUC.txt |          109 B |  296,8 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLGV.bak.csv |           3 KB |  294,1 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLGV.csv |           3 KB |  290,9 KB/s | binary | 100%
..\StatsIS\2018-02-22\COLGV.htm |           1 KB |  294,5 KB/s | binary | 100%
